hora,temperatura,umidade,pto_orvalho,pressao,radiacao,vento
5,22.0,93.0,20.9,951.3,-3.47,0.1
6,22.0,94.0,21.1,951.4,-2.53,0.1
7,21.8,94.0,20.8,951.4,-2.71,0.1
8,21.8,93.0,20.6,951.6,-2.71,1.2
9,21.5,96.0,20.8,952.4,-0.81,0.4
10,20.4,96.0,19.8,953.2,63.63,1.3
11,21.5,96.0,20.9,953.3,443.7,0.4
12,23.8,83.0,20.8,953.5,1397.0,0.9
13,26.0,77.0,21.8,953.5,3242.0,1.2
14,NaN,73.0,21.5,953.1,3508.0,2.3
15,28.1,68.0,21.6,952.2,3599.0,3.2
16,NaN,66.0,21.6,951.4,3694.0,3.6
17,29.7,61.0,21.5,950.6,3764.0,3.1
18,28.3,65.0,21.1,949.8,2486.0,3.0
19,23.4,92.0,22.1,950.0,621.3,2.6
20,24.0,90.0,22.2,949.8,602.3,0.9
21,24.6,87.0,22.4,949.6,331.0,0.4
22,23.8,94.0,22.7,950.6,49.64,0.4
23,24.1,89.0,22.2,951.3,-2.86,0.3
0,NaN,86.0,21.6,951.8,-0.72,0.4
1,23.6,91.0,22.0,952.7,-2.62,1.0
2,23.4,90.0,21.7,953.0,-2.94,0.6
3,23.3,91.0,21.7,952.8,-0.92,1.0
4,NaN,94.0,22.0,952.4,-2.53,0.0
5,NaN,91.0,21.5,952.0,-3.3,0.9
6,NaN,89.0,21.1,951.8,-3.42,0.7
7,22.7,90.0,20.9,952.0,-1.05,0.3
8,22.7,91.0,21.1,952.3,0.131,0.3
9,22.5,92.0,21.3,953.1,5.535,0.5
10,22.3,95.0,21.4,954.2,79.2,0.3
11,NaN,95.0,21.7,955.0,193.4,0.2
12,23.5,94.0,22.5,955.4,695.4,1.4
13,25.2,82.0,22.0,955.7,1082.0,0.9
14,24.1,90.0,22.4,955.7,1500.0,2.8
15,NaN,81.0,21.7,954.9,2015.0,1.0
16,25.9,81.0,22.4,954.4,2867.0,2.7
17,26.8,73.0,21.6,953.5,3909.0,2.5
18,24.7,89.0,22.8,952.7,1671.0,2.3
19,26.4,78.0,22.3,951.9,1754.0,1.7
20,25.5,84.0,22.7,951.8,1152.0,2.2
21,26.0,78.0,21.9,952.5,743.2,1.2
22,NaN,84.0,21.8,953.2,62.55,1.2
23,23.9,91.0,22.3,953.6,-3.22,1.3
0,22.9,93.0,21.8,954.1,-3.54,0.5
1,23.0,95.0,22.2,954.6,-3.29,0.2
2,NaN,95.0,22.1,955.0,-3.33,0.7
3,22.9,95.0,22.1,954.9,-3.36,0.2
4,23.0,94.0,21.9,954.2,-3.45,0.9
5,22.6,95.0,21.7,953.7,-3.53,0.1
6,22.2,95.0,21.4,953.7,-3.47,0.4
7,22.2,95.0,21.4,954.0,-3.3,1.2
8,22.1,95.0,21.3,954.3,-3.09,0.4
9,21.9,95.0,21.1,954.0,6.47,0.1
10,22.9,92.0,21.6,955.2,130.8,0.1
11,NaN,91.0,22.4,955.7,369.7,0.2
12,25.3,83.0,22.2,955.9,854.1,0.5
13,27.2,74.0,22.1,955.7,1635.0,1.9
14,27.2,73.0,21.9,955.4,1656.0,2.0
15,28.4,71.0,22.6,954.7,3167.0,2.9
16,NaN,65.0,22.1,954.0,3577.0,3.2
17,30.0,64.0,22.4,953.1,1792.0,1.5
18,29.6,61.0,21.4,952.1,2627.0,2.5
19,26.9,86.0,24.4,951.6,1262.0,2.2
20,29.5,67.0,22.8,951.6,1882.0,2.4
21,26.8,78.0,22.6,952.5,1249.0,2.9
22,NaN,94.0,23.0,953.1,41.92,1.2
23,23.1,91.0,21.6,953.7,-2.93,0.4
0,23.0,94.0,22.0,954.3,-3.1,0.8
1,22.8,95.0,22.0,954.6,-2.77,0.7
2,23.3,93.0,22.2,954.6,-2.55,0.5
3,23.1,95.0,22.2,954.6,-3.3,0.4
4,23.0,95.0,22.2,954.0,-3.42,0.2
5,23.1,95.0,22.3,953.6,-2.93,0.3
6,22.8,96.0,22.1,953.8,-2.55,0.5
7,23.0,96.0,22.3,953.5,-1.45,0.3
8,22.9,96.0,22.2,953.6,-1.45,0.8
9,22.9,96.0,22.2,954.2,6.138999999999999,0.8
10,23.4,95.0,22.6,954.3,265.0,0.7
11,23.9,90.0,22.1,955.0,513.9,1.3
12,24.6,87.0,22.2,955.0,559.5,1.8
13,NaN,79.0,21.7,955.1,1196.0,0.7
14,26.1,79.0,22.2,954.7,1298.0,2.2
15,27.3,74.0,22.2,954.1,1971.0,2.5
16,28.1,69.0,21.8,953.2,3015.0,2.9
17,28.9,67.0,22.2,952.6,1928.0,2.0
18,28.7,63.0,20.9,951.6,2255.0,2.8
19,28.7,65.0,21.6,951.0,1779.0,1.0
20,28.4,66.0,21.5,950.6,1053.0,2.3
21,27.4,73.0,22.2,950.6,448.2,0.7
22,26.3,78.0,22.3,950.0,60.57,1.2
23,25.3,83.0,22.1,951.1,-3.54,1.5
0,24.6,86.0,22.1,951.5,-3.54,0.4
1,24.6,84.0,21.7,952.4,-3.54,0.7
2,24.0,90.0,22.2,953.1,-3.54,0.2
3,23.9,90.0,22.1,953.1,-3.53,0.4
4,24.2,88.0,22.1,952.4,-3.54,1.0
5,23.2,93.0,22.0,951.9,-3.28,0.1
6,23.4,92.0,22.0,951.5,-3.05,0.8
7,23.3,93.0,22.1,951.4,-2.8,0.1
8,23.1,95.0,22.2,951.3,-2.72,0.4
9,23.1,94.0,22.0,952.0,5.18,0.3
10,NaN,92.0,22.4,952.9,258.5,0.6
11,24.6,90.0,22.8,953.1,439.3,0.3
12,27.3,79.0,23.4,953.4,1559.0,0.9
14,26.6,80.0,22.9,953.0,1315.0,0.8
15,24.0,91.0,22.5,953.0,689.4,1.5
16,26.4,76.0,21.8,952.3,1486.0,0.5
17,23.4,91.0,21.9,952.1,1094.0,1.7
18,23.3,95.0,22.5,951.0,455.9,0.6
19,23.5,95.0,22.6,950.2,380.5,0.7
20,23.8,90.0,22.0,950.0,374.0,0.4
21,23.4,94.0,22.4,950.7,104.0,0.3
22,23.3,95.0,22.4,951.2,9.056000000000001,0.5
23,22.6,93.0,21.4,951.4,-3.21,1.5
0,22.4,93.0,21.2,952.4,-3.23,0.8
1,22.1,95.0,21.2,953.1,-3.4,0.6
2,22.2,93.0,21.0,953.5,-3.01,1.2
3,22.6,90.0,20.9,952.7,-3.13,0.9
4,NaN,91.0,20.7,951.5,-3.31,0.8
5,22.4,91.0,20.9,951.2,-3.3,1.1
6,22.2,91.0,20.6,950.9,-2.5,0.0
7,21.6,94.0,20.6,950.8,-3.5,0.3
8,21.4,95.0,20.7,951.1,-2.93,0.0
9,21.1,95.0,20.4,951.3,10.5,0.3
10,22.9,89.0,21.0,951.7,299.3,0.1
11,25.0,78.0,21.0,952.3,1165.0,2.2
12,25.5,77.0,21.3,953.1,1277.0,2.9
13,26.9,72.0,21.3,953.2,2493.0,2.3
14,28.0,63.0,20.4,952.7,3599.0,3.2
15,27.9,65.0,20.7,952.2,2855.0,2.8
16,30.0,59.0,21.2,951.0,2802.0,2.7
17,NaN,52.0,19.1,949.7,3456.0,3.3
18,NaN,49.0,19.1,949.0,2316.0,2.7
19,NaN,52.0,19.3,948.6,2484.0,3.6
20,28.5,61.0,20.3,948.8,615.3,0.9
21,27.3,70.0,21.2,949.2,340.8,0.5
22,25.6,78.0,21.6,950.3,31.46,2.1
23,24.4,90.0,22.6,951.1,-3.04,0.5
0,23.9,90.0,22.2,951.7,-2.3,0.2
1,23.5,92.0,22.2,952.5,-3.46,0.2
2,23.1,93.0,22.0,952.8,-3.45,0.1
3,23.0,94.0,22.0,952.5,-3.53,0.0
4,NaN,94.0,21.8,951.7,-3.51,0.4
5,22.8,93.0,21.5,951.4,-3.41,1.0
6,22.1,95.0,21.2,951.1,-3.51,0.1
7,22.5,94.0,21.6,950.8,-3.32,0.6
8,NaN,86.0,20.9,951.2,-3.54,1.5
9,NaN,82.0,19.8,952.1,6.317,3.1
10,22.9,88.0,20.9,953.2,191.0,0.6
11,23.9,83.0,20.9,953.8,558.7,2.3
12,24.7,78.0,20.7,954.2,1030.0,2.2
13,25.0,78.0,20.9,954.5,1442.0,2.6
14,26.0,75.0,21.2,954.4,1678.0,3.1
15,28.4,66.0,21.3,953.8,2567.0,3.6
16,28.0,64.0,20.6,952.8,4039.0,3.7
17,28.0,67.0,21.3,951.7,2881.0,2.3
18,NaN,64.0,20.8,950.9,1544.0,2.9
19,25.5,80.0,21.7,949.9,1303.0,2.7
20,NaN,72.0,22.1,950.2,1363.0,1.8
21,27.1,67.0,20.4,950.8,909.8,2.8
22,25.8,71.0,20.2,951.5,118.7,2.3
23,24.8,77.0,20.5,952.2,-3.47,1.5
0,24.7,78.0,20.6,953.3,-3.54,1.9
1,24.2,80.0,20.4,954.3,-3.39,2.9
2,22.6,87.0,20.2,955.0,-3.24,1.7
3,22.2,91.0,20.6,954.4,-3.54,0.2
4,NaN,93.0,20.9,953.8,-2.82,1.3
5,NaN,92.0,21.0,953.1,-3.28,0.5
6,NaN,87.0,20.6,952.7,-3.28,1.9
7,NaN,94.0,20.2,953.4,-3.1,1.5
8,21.3,93.0,20.2,953.9,-1.63,2.2
9,NaN,92.0,20.3,954.5,-1.53,2.8
10,21.6,92.0,20.2,955.2,48.28,1.9
11,NaN,94.0,20.4,956.0,135.0,0.3
12,21.9,94.0,20.8,956.6,292.2,0.3
13,22.6,90.0,20.8,957.1,537.9,0.1
14,23.2,90.0,21.4,956.9,710.7,0.2
15,23.4,89.0,21.4,956.6,626.5,0.1
16,23.3,90.0,21.5,955.8,694.2,0.4
17,24.5,86.0,22.0,954.7,907.6,0.4
18,26.1,80.0,22.5,953.5,1535.0,0.3
19,27.0,71.0,21.4,952.5,1797.0,0.5
20,23.6,87.0,21.3,952.5,525.7,2.6
21,21.8,96.0,21.1,952.8,41.13,0.5
22,22.1,96.0,21.4,953.7,19.63,0.1
23,22.2,93.0,21.0,954.5,-2.78,1.0
0,NaN,92.0,20.4,955.4,-1.27,0.0
1,21.6,93.0,20.4,956.0,-1.76,0.1
2,NaN,93.0,20.6,956.2,-1.28,0.1
3,21.8,94.0,20.9,955.9,-2.44,0.9
4,21.7,95.0,20.8,955.7,-2.1,0.2
5,22.0,95.0,21.1,954.7,-2.94,0.4
6,22.3,91.0,20.7,954.7,-1.41,0.9
7,21.6,95.0,20.7,954.9,-3.35,0.0
8,21.7,95.0,20.9,955.1,-2.72,0.0
9,22.0,92.0,20.6,955.7,0.792,0.5
10,22.1,94.0,21.2,956.0,141.6,0.0
11,23.4,89.0,21.4,956.4,513.2,0.1
12,25.3,75.0,20.5,956.3,1210.0,0.2
13,26.1,73.0,20.9,956.2,1770.0,0.8
14,28.2,65.0,20.9,956.0,3048.0,0.6
15,28.3,65.0,21.0,955.3,2748.0,0.2
16,NaN,69.0,21.9,954.3,1544.0,0.2
17,NaN,56.0,20.2,953.0,3422.0,2.6
18,27.1,67.0,20.5,952.3,2926.0,3.1
19,26.7,75.0,21.9,951.9,1737.0,1.3
20,27.3,71.0,21.6,951.5,1651.0,1.7
21,26.5,70.0,20.6,951.6,569.9,0.8
22,25.8,77.0,21.5,952.5,95.38,0.8
23,24.9,84.0,22.1,953.6,-3.25,0.0
0,24.6,86.0,22.1,954.5,-3.26,1.6
1,NaN,91.0,20.9,955.4,-0.91,0.7
2,21.7,94.0,20.7,956.0,-2.18,1.3
3,21.5,96.0,20.8,955.9,-1.64,0.2
4,21.4,96.0,20.7,955.3,-2.21,0.1
5,21.3,96.0,20.7,954.9,-2.1,0.1
6,21.3,96.0,20.7,954.5,-2.57,0.0
7,21.5,96.0,20.9,954.5,-1.5,0.2
8,21.5,96.0,20.9,954.4,-2.61,0.1
9,21.4,96.0,20.8,954.6,-1.35,0.0
10,21.9,96.0,21.3,954.6,148.0,0.0
11,22.5,96.0,21.8,954.9,471.4,0.4
12,23.7,92.0,22.4,955.5,702.9,0.3
13,24.4,86.0,22.0,956.0,1110.0,0.3
14,25.0,82.0,21.7,956.2,1326.0,1.0
15,25.8,80.0,22.1,955.8,1802.0,1.4
16,26.9,76.0,22.3,954.7,2361.0,0.9
17,NaN,69.0,20.2,954.1,1993.0,2.1
18,NaN,83.0,21.1,953.4,879.7,2.4
19,NaN,84.0,21.3,953.3,1049.0,2.4
20,22.8,92.0,21.3,953.3,765.4,2.5
21,23.1,87.0,20.9,953.0,660.1,1.4
22,22.5,90.0,20.7,953.1,83.54,1.1
23,22.0,93.0,20.8,953.4,-3.03,0.0
0,21.8,95.0,20.9,954.0,-3.11,0.0
1,21.6,95.0,20.8,954.8,-3.19,0.2
2,21.6,95.0,20.8,955.3,-2.72,0.0
3,21.4,95.0,20.6,955.0,-3.19,0.3
4,21.7,92.0,20.2,954.6,-3.44,1.2
5,21.3,91.0,19.8,954.1,-3.23,0.2
6,20.8,91.0,19.3,953.6,-3.2,0.4
7,20.9,92.0,19.5,953.3,-3.48,0.3
8,20.6,95.0,19.8,953.3,-2.7,0.1
9,20.3,95.0,19.5,953.8,2.56,0.1
10,NaN,94.0,20.3,954.2,177.8,0.2
11,22.5,88.0,20.4,954.9,418.4,0.1
12,24.8,82.0,21.6,955.7,917.8,0.1
13,26.4,68.0,20.1,955.6,1600.0,1.1
14,29.4,60.0,20.8,955.2,3432.0,0.5
15,30.1,49.0,18.3,954.9,3612.0,1.9
16,31.1,53.0,20.4,954.2,3612.0,2.1
17,NaN,57.0,20.9,953.5,2831.0,1.6
18,31.5,50.0,19.9,952.6,3361.0,1.6
19,30.5,56.0,20.6,952.1,2000.0,2.0
20,28.6,65.0,21.3,951.9,1439.0,2.1
21,24.3,77.0,20.1,952.3,159.8,1.0
22,24.2,81.0,20.7,952.7,53.69,0.1
23,23.4,86.0,21.0,953.4,-3.5,0.1
0,23.5,85.0,20.8,954.4,-3.32,1.0
1,NaN,89.0,21.4,955.0,-3.3,0.0
2,23.3,88.0,21.2,955.7,-2.98,0.7
3,22.8,95.0,21.8,955.3,-2.84,0.0
4,NaN,95.0,21.9,955.0,-3.02,0.0
5,22.2,96.0,21.4,954.4,-3.09,0.0
6,22.0,96.0,21.3,954.0,-3.1,0.0
7,22.7,91.0,21.1,954.1,-3.43,0.9
8,21.8,94.0,20.8,954.4,-3.44,0.0
9,21.5,95.0,20.6,954.9,4.919,0.0
10,22.8,91.0,21.2,955.7,124.1,0.1
11,25.0,85.0,22.4,956.4,609.4,0.0
12,27.4,66.0,20.5,956.9,1428.0,2.7
13,29.9,54.0,19.6,956.9,2729.0,1.7
14,31.6,54.0,21.0,956.8,3351.0,1.6
15,30.6,53.0,20.0,956.4,3226.0,2.0
16,31.6,49.0,19.5,955.4,3328.0,2.8
17,32.7,44.0,18.8,954.5,3808.0,2.5
18,32.1,46.0,18.8,953.8,2795.0,2.1
19,32.6,45.0,19.1,953.1,1828.0,1.5
20,31.0,49.0,19.0,952.8,967.6,1.2
21,27.9,71.0,22.1,953.6,384.8,0.4
22,27.1,76.0,22.5,954.1,84.78,0.0
23,26.1,80.0,22.4,954.8,-2.92,0.0
0,NaN,81.0,21.9,955.3,-3.53,0.0
1,24.3,87.0,22.0,956.1,-3.54,0.0
2,23.9,90.0,22.1,956.6,-3.54,0.0
3,23.5,90.0,21.8,956.1,-3.53,0.0
4,23.7,84.0,20.8,955.8,-3.54,0.0
5,23.7,82.0,20.5,955.3,-3.38,0.0
6,23.5,86.0,21.0,954.9,-2.97,0.0
7,22.6,88.0,20.5,954.7,-3.49,0.0
8,22.1,87.0,19.9,955.4,-3.54,0.0
9,21.6,86.0,19.2,956.2,1.177,0.0
10,NaN,78.0,19.2,956.7,107.0,0.0
11,27.9,56.0,18.4,957.3,975.9,1.9
12,30.1,50.0,18.7,957.8,2205.0,1.9
13,30.9,47.0,18.3,958.0,2934.0,2.8
14,NaN,45.0,18.2,957.9,3468.0,3.1
15,32.3,41.0,17.3,957.6,3882.0,2.4
16,32.7,42.0,18.0,957.2,3763.0,2.4
17,33.4,37.0,16.5,956.3,3934.0,2.1
18,33.6,37.0,16.7,955.3,3401.0,1.3
19,NaN,38.0,17.0,954.7,2685.0,2.7
20,NaN,34.0,15.3,954.1,1876.0,2.0
21,32.7,38.0,16.4,954.0,975.4,0.7
22,NaN,51.0,18.6,954.2,177.8,0.0
23,NaN,62.0,19.2,954.9,-3.54,1.5
0,26.2,68.0,19.8,955.7,-3.54,1.7
1,NaN,69.0,19.9,956.0,-3.52,0.3
2,22.3,92.0,20.9,956.4,-3.35,0.3
3,NaN,92.0,20.9,956.3,-3.4,0.2
4,22.1,92.0,20.7,955.5,-2.36,0.0
5,22.2,89.0,20.3,954.9,-3.12,0.5
6,22.0,90.0,20.2,954.6,-3.54,0.0
7,21.5,92.0,20.2,954.3,-3.54,0.3
8,20.9,93.0,19.7,954.3,-3.54,0.1
9,20.9,94.0,19.8,954.4,3.3680000000000003,0.0
10,25.6,65.0,18.5,954.9,104.4,2.1
11,27.6,58.0,18.5,955.4,954.5,2.9
12,28.6,52.0,17.7,955.7,2204.0,5.6
13,30.5,45.0,17.2,956.3,2976.0,2.7
14,32.0,37.0,15.4,956.2,3557.0,2.7
15,32.3,34.0,14.6,955.7,3927.0,3.4
16,33.1,36.0,15.9,955.1,3872.0,1.5
17,33.8,32.0,14.7,954.3,3423.0,0.8
18,33.0,35.0,15.4,953.6,2830.0,1.1
19,NaN,26.0,11.9,953.1,2637.0,2.0
20,34.1,27.0,12.3,953.0,1954.0,1.3
21,NaN,28.0,11.9,953.1,1013.0,0.9
22,28.9,45.0,15.6,953.7,175.7,0.0
23,NaN,58.0,17.5,954.2,-3.54,0.0
0,24.5,62.0,16.9,954.7,-3.54,0.0
1,23.7,65.0,16.9,955.2,-3.54,0.0
2,NaN,71.0,17.6,955.3,-3.54,0.0
3,23.2,68.0,17.0,954.9,-3.54,0.0
4,22.8,71.0,17.3,954.2,-3.54,0.0
5,22.3,72.0,17.1,953.8,-3.54,0.0
6,NaN,65.0,16.3,953.4,-3.54,0.0
7,22.4,71.0,16.8,953.7,-3.54,0.0
8,21.5,75.0,16.8,954.0,-3.54,0.0
9,21.7,73.0,16.8,954.8,0.33899999999999997,0.3
10,26.1,50.0,14.8,955.4,97.28,3.5
11,27.9,44.0,14.7,955.5,943.3,4.9
12,29.2,41.0,14.6,955.6,2195.0,5.0
13,30.7,38.0,14.8,955.7,2988.0,3.9
14,31.8,37.0,15.3,955.5,3576.0,2.9
15,31.9,35.0,14.3,954.9,3929.0,2.0
16,34.4,31.0,14.8,954.2,4237.0,2.0
17,NaN,32.0,15.9,953.7,3534.0,1.5
18,33.9,31.0,14.6,952.9,2788.0,0.1
19,34.0,31.0,14.4,952.0,2787.0,1.6
20,33.7,32.0,14.8,951.8,1894.0,1.1
21,32.7,36.0,15.7,951.9,988.7,2.2
22,30.1,49.0,18.3,952.2,161.5,0.0
23,27.5,59.0,18.7,952.5,-3.54,0.0
0,25.6,68.0,19.2,953.5,-3.54,0.0
1,24.3,75.0,19.6,954.3,-3.48,0.0
2,23.6,76.0,19.2,954.4,-3.54,0.0
3,23.2,80.0,19.5,954.1,-3.54,0.0
4,22.6,80.0,19.0,953.7,-3.54,0.0
5,22.1,84.0,19.3,953.2,-3.54,0.0
6,21.7,85.0,19.1,952.9,-3.54,0.0
7,21.4,85.0,18.8,953.1,-3.54,0.0
8,21.2,86.0,18.8,953.8,-3.54,0.0
9,21.0,88.0,18.9,954.5,2.2840000000000003,0.0
10,21.9,85.0,19.2,955.0,151.6,0.0
11,26.6,67.0,20.1,955.5,940.8,0.0
12,31.0,48.0,18.8,956.0,2133.0,0.0
13,31.9,45.0,18.5,956.3,2884.0,1.8
14,32.1,45.0,18.7,956.1,3520.0,2.6
15,31.3,49.0,19.5,955.6,3741.0,3.5
16,33.6,39.0,17.8,954.7,3425.0,2.1
17,34.1,36.0,17.1,953.6,3707.0,2.5
18,34.8,39.0,18.9,952.5,3509.0,1.5
19,33.6,39.0,17.6,951.6,2296.0,2.7
20,34.1,38.0,17.9,951.3,1987.0,2.0
21,33.1,42.0,18.5,951.4,861.1,1.8
22,29.8,54.0,19.5,952.2,156.0,0.0
23,NaN,64.0,20.8,952.7,-3.54,0.0
0,26.8,71.0,21.0,953.4,-3.54,0.0
1,NaN,74.0,20.9,954.1,-3.48,0.0
2,25.0,81.0,21.4,954.3,-3.54,0.0
3,24.4,82.0,21.0,953.9,-3.54,0.0
4,24.1,82.0,20.7,953.7,-3.54,0.0
5,23.6,82.0,20.4,953.3,-3.54,1.7
6,23.3,84.0,20.5,953.3,-3.46,0.0
7,NaN,85.0,20.4,953.1,-3.53,0.1
8,NaN,86.0,20.7,953.4,-3.54,0.0
9,NaN,87.0,20.4,953.8,-0.27,0.2
10,24.1,83.0,21.1,954.7,215.6,0.0
11,28.0,66.0,21.1,955.1,991.0,0.0
12,30.7,58.0,21.3,955.5,2036.0,0.5
13,32.1,49.0,19.9,955.4,2676.0,0.2
14,32.8,47.0,19.9,954.8,3546.0,1.5
15,33.0,48.0,20.4,954.1,3022.0,3.1
16,32.4,48.0,20.0,953.3,3926.0,3.0
17,NaN,53.0,19.7,952.3,3229.0,4.5
18,29.1,54.0,18.9,951.7,2126.0,2.7
19,27.7,57.0,18.4,951.8,227.9,0.2
20,26.3,70.0,20.3,952.1,73.43,0.7
21,24.4,85.0,21.7,953.9,35.27,1.3
22,21.6,94.0,20.6,954.7,5.35,0.0
23,22.0,90.0,20.2,954.6,-2.95,1.5
0,21.8,91.0,20.4,954.9,-3.28,0.0
1,NaN,94.0,20.9,955.1,-3.04,0.0
2,NaN,91.0,20.3,954.7,-2.55,0.7
3,21.8,92.0,20.6,954.5,-2.24,1.1
4,NaN,91.0,21.1,954.2,-3.1,1.4
5,22.0,92.0,20.6,954.0,-3.26,0.7
6,22.0,94.0,21.1,953.8,-2.83,0.0
7,NaN,93.0,20.9,953.9,-3.19,0.7
8,21.9,92.0,20.7,954.6,-3.01,0.0
9,21.9,94.0,21.0,955.4,-0.78,0.6
10,22.3,91.0,20.8,955.9,125.2,0.0
11,NaN,84.0,21.2,956.6,683.9,0.7
12,26.1,78.0,22.1,955.9,1309.0,0.6
13,27.9,67.0,21.2,956.4,2609.0,1.5
14,28.4,65.0,21.2,956.1,2998.0,2.6
15,29.0,64.0,21.6,955.8,3318.0,3.0
16,29.5,58.0,20.4,955.1,3830.0,2.5
17,31.1,58.0,21.9,954.1,2070.0,0.1
18,31.1,59.0,22.0,953.3,3007.0,1.6
19,31.3,52.0,20.2,952.5,3161.0,2.1
20,30.8,52.0,19.8,952.1,1877.0,1.9
21,30.9,53.0,20.1,952.3,1349.0,0.5
22,NaN,63.0,20.7,952.4,308.2,0.0
23,26.4,74.0,21.3,953.2,-3.54,0.0
0,25.3,79.0,21.5,954.6,-3.54,0.0
1,24.7,81.0,21.2,955.1,-3.54,0.0
2,24.5,84.0,21.6,955.5,-3.54,0.0
3,23.9,85.0,21.2,955.0,-3.54,0.1
4,23.4,88.0,21.3,954.3,-3.54,0.0
5,NaN,89.0,20.9,953.9,-3.54,0.0
6,22.6,88.0,20.5,953.6,-3.54,0.0
7,22.1,90.0,20.5,953.9,-3.54,0.0
8,21.7,91.0,20.2,954.2,-3.54,0.0
9,21.7,92.0,20.3,954.9,-0.77,0.0
10,23.3,86.0,20.9,955.5,109.8,0.0
11,26.9,71.0,21.2,955.9,878.4,0.1
12,28.6,62.0,20.7,956.6,2102.0,0.6
13,30.5,59.0,21.7,956.3,2962.0,1.7
14,31.3,55.0,21.3,955.9,3125.0,1.7
15,31.7,52.0,20.8,955.4,3303.0,1.6
16,33.7,52.0,22.3,954.7,3286.0,2.7
17,NaN,84.0,21.3,954.1,626.8,0.1
18,27.0,70.0,21.0,954.0,1073.0,0.4
19,29.7,54.0,19.4,953.0,2865.0,0.5
20,31.5,55.0,21.4,952.7,2032.0,0.3
21,30.1,59.0,21.2,952.1,935.3,0.0
22,NaN,77.0,22.5,952.8,93.39,0.0
23,25.5,84.0,22.6,953.2,-3.54,0.0
0,24.6,82.0,21.3,954.0,-3.54,0.0
1,24.3,84.0,21.3,954.6,-3.54,0.0
2,23.6,88.0,21.6,954.6,-3.54,0.0
3,23.1,89.0,21.2,954.6,-3.53,0.0
4,23.0,89.0,21.1,954.3,-3.54,0.0
5,22.8,91.0,21.3,953.9,-3.54,0.0
6,NaN,92.0,21.2,953.7,-3.22,0.0
7,22.6,91.0,21.0,953.7,-3.31,0.0
8,22.2,93.0,20.9,954.1,-3.53,0.0
9,22.4,92.0,21.1,954.9,2.449,0.0
10,NaN,88.0,21.4,955.6,120.3,0.0
11,26.8,74.0,21.8,956.1,855.5,0.0
12,29.4,63.0,21.6,956.5,2076.0,0.0
13,31.1,60.0,22.3,956.9,2860.0,0.9
14,32.5,52.0,21.3,956.4,3458.0,0.1
15,32.9,52.0,21.6,955.7,3765.0,1.6
16,34.0,42.0,19.2,954.8,3865.0,2.7
17,34.8,38.0,18.5,953.8,3834.0,2.4
18,NaN,45.0,19.5,953.3,2156.0,2.0
19,25.9,90.0,24.1,952.9,571.8,0.0
20,27.5,78.0,23.3,952.4,602.7,0.8
21,NaN,66.0,21.7,952.7,878.1,2.6
22,NaN,69.0,20.5,953.0,235.0,1.3
23,NaN,79.0,21.6,953.5,-3.52,0.0
0,25.2,80.0,21.5,954.5,-3.44,0.0
1,24.3,84.0,21.4,955.3,-3.54,0.0
2,NaN,89.0,21.6,955.6,-3.54,0.0
3,23.7,85.0,20.9,955.3,-3.54,0.0
4,NaN,88.0,20.9,954.5,-3.54,0.0
5,NaN,90.0,21.0,953.7,-3.54,0.0
6,22.5,91.0,20.9,953.7,-3.54,0.0
7,22.5,89.0,20.6,953.8,-3.53,0.0
8,22.4,91.0,20.8,954.0,-3.46,0.0
9,22.6,91.0,21.1,954.5,-1.09,0.0
10,24.2,86.0,21.7,955.2,159.0,0.0
11,27.0,74.0,21.9,955.7,856.0,0.2
12,30.6,61.0,22.3,955.7,1903.0,0.0
13,30.5,61.0,22.0,955.8,2792.0,0.4
14,31.5,56.0,21.6,955.6,3341.0,1.3
15,33.1,52.0,22.0,955.0,3785.0,0.8
16,33.4,49.0,21.3,954.0,3673.0,0.3
17,27.6,64.0,20.2,952.9,1758.0,1.3
18,25.0,68.0,18.6,952.4,144.3,1.5
19,NaN,73.0,20.3,951.7,66.63,2.3
20,24.0,70.0,18.2,952.5,57.03,0.9
21,25.0,63.0,17.6,952.1,113.3,1.6
22,25.1,65.0,18.2,952.9,10.56,1.8
23,24.5,71.0,18.9,953.7,-3.46,0.0
0,25.4,65.0,18.3,953.9,-3.46,0.7
1,25.6,63.0,18.1,954.3,-3.49,1.8
2,25.1,63.0,17.6,954.3,-3.49,2.6
3,NaN,70.0,18.2,954.7,-3.54,0.0
4,23.4,76.0,19.0,955.1,-3.49,0.0
5,22.8,79.0,19.0,954.8,-3.52,0.0
6,22.2,85.0,19.6,954.5,-3.46,0.0
7,22.2,80.0,18.6,954.8,-3.47,0.0
8,22.9,73.0,17.8,954.9,-3.39,2.2
9,22.4,76.0,18.0,955.9,-2.96,2.3
10,22.4,78.0,18.5,956.5,119.4,0.2
11,23.4,72.0,18.0,956.9,404.0,0.2
12,24.3,70.0,18.4,956.6,810.0,2.4
13,NaN,62.0,18.8,956.7,1822.0,1.9
14,NaN,58.0,19.1,956.3,2808.0,2.2
15,30.2,53.0,19.6,955.6,3728.0,3.4
16,NaN,48.0,20.9,954.8,3792.0,1.7
17,NaN,43.0,18.1,954.0,3589.0,2.0
18,34.2,42.0,19.4,953.0,3180.0,2.0
19,34.5,42.0,19.6,951.9,2906.0,0.3
20,33.3,43.0,19.0,951.4,1668.0,1.5
21,NaN,45.0,19.1,951.5,736.5,1.2
22,27.2,61.0,19.0,952.9,216.4,3.4
